ORD000001,Sushi Garden,Sushi,Hyderabad,575.0,23,4.4,7,0,Late Night,1,UPI,2024-05-10,5,1
ORD000002,Chinese Wok,Chinese,Pune,275.0,34,4.6,5,0,Morning,0,Cash,2024-10-10,10,1
ORD000003,Wow! Momo,Desserts,Bangalore,251.0,28,4.6,2,1,Lunch,0,Wallet,2024-01-17,1,1
ORD000004,Saravana Bhavan,South Indian,Kolkata,289.0,24,4.7,6,0,Lunch,0,UPI,2024-02-26,2,1
ORD000005,Wasabi,Sushi,Bangalore,399.0,38,4.2,1,1,Evening,0,UPI,2024-11-04,11,1
ORD000006,Chaayos,Street Food,Delhi,157.0,38,4.8,2,1,Lunch,1,Wallet,2024-09-15,9,1
ORD000007,Burger King,Burger,Hyderabad,225.0,24,4.2,6,0,Evening,1,UPI,2024-03-18,3,0
ORD000008,Sushi Garden,Sushi,Bangalore,474.0,39,4.4,3,1,Evening,0,Wallet,2024-10-18,10,0
ORD000009,The Dessert Factory,Desserts,Chennai,156.0,27,4.2,7,0,Evening,0,Card,2024-01-17,1,0
ORD000010,MTR,South Indian,Mumbai,288.0,27,4.4,4,0,Evening,1,Card,2024-12-17,12,0
ORD000011,Dragon House,Chinese,Kolkata,244.0,38,4.5,4,0,Lunch,1,UPI,2024-12-19,12,1
ORD000012,Naturals,Desserts,Mumbai,212.0,34,4.4,6,1,Evening,1,UPI,2024-03-14,3,0
ORD000013,The Dessert Factory,Desserts,Pune,256.0,38,4.2,5,1,Evening,1,Cash,2024-04-25,4,0
ORD000014,McDonald's,Burger,Mumbai,262.0,42,4.3,5,1,Evening,0,Card,2024-05-16,5,1
ORD000015,Barbeque Nation,North Indian,Ahmedabad,592.0,10,4.5,1,0,Morning,1,UPI,2024-07-25,7,1
ORD000016,Dakshin,South Indian,Kolkata,306.0,30,4.8,3,0,Evening,0,UPI,2024-04-22,4,1
ORD000017,La Pino'z,Pizza,Bangalore,521.0,27,4.4,6,1,Lunch,0,Wallet,2024-09-22,9,1
ORD000018,Keventers,Desserts,Pune,180.0,39,4.5,1,0,Evening,0,Cash,2024-12-12,12,1
ORD000019,Saffron,North Indian,Pune,529.0,27,4.8,6,0,Lunch,0,UPI,2024-10-27,10,1
ORD000020,Smoky Joe's,Pizza,Hyderabad,649.0,34,4.7,3,1,Evening,0,Card,2024-12-11,12,1
ORD000021,Dakshin,South Indian,Delhi,261.0,38,4.1,1,0,Lunch,0,Wallet,2024-02-15,2,0
ORD000022,Dum Pukht,Biryani,Hyderabad,261.0,23,4.3,6,1,Late Night,0,Card,2024-11-19,11,0
ORD000023,Haldiram's,Street Food,Pune,192.0,36,4.6,4,0,Evening,0,UPI,2024-08-21,8,0
ORD000024,Saffron,North Indian,Hyderabad,611.0,35,4.6,4,0,Lunch,1,UPI,2024-09-21,9,1
ORD000025,Green Bowl,Healthy,Hyderabad,322.0,18,4.6,7,0,Evening,1,UPI,2024-11-26,11,1
ORD000026,Royal Biryani,Biryani,Mumbai,411.0,27,4.1,6,1,Late Night,0,Card,2024-12-26,12,0
ORD000027,Oven Story,Street Food,Delhi,152.0,37,4.4,7,1,Evening,0,Cash,2024-04-25,4,0
ORD000028,The Burger Club,Burger,Pune,181.0,28,4.6,2,0,Lunch,1,Card,2024-01-07,1,1
ORD000029,Edo Japan,Sushi,Ahmedabad,564.0,32,4.3,6,0,Lunch,0,UPI,2024-12-02,12,1
ORD000030,Chowman,Chinese,Mumbai,282.0,46,4.5,3,0,Evening,1,Cash,2024-02-14,2,0
ORD000031,Freshly,Healthy,Hyderabad,403.0,14,4.6,6,0,Lunch,0,UPI,2024-03-16,3,1
ORD000032,Carl's Jr,Burger,Chennai,295.0,26,4.4,2,0,Late Night,1,UPI,2024-04-06,4,0
ORD000033,Saravana Bhavan,South Indian,Mumbai,133.0,27,4.5,7,0,Lunch,1,UPI,2024-05-07,5,1
ORD000034,Burger Singh,Burger,Mumbai,169.0,29,4.3,1,0,Lunch,0,Card,2024-06-16,6,0
ORD000035,Sushi Garden,Sushi,Bangalore,513.0,21,4.3,7,0,Late Night,1,Wallet,2024-07-25,7,1
ORD000036,MTR,South Indian,Mumbai,273.0,36,4.1,1,0,Lunch,1,Cash,2024-10-22,10,0
ORD000037,Green Bowl,Healthy,Bangalore,235.0,22,5.0,3,1,Evening,0,UPI,2024-09-12,9,1
ORD000038,Edo Japan,Sushi,Chennai,481.0,24,4.5,3,0,Lunch,0,UPI,2024-05-07,5,1
ORD000039,Domino's,Pizza,Mumbai,645.0,33,4.1,7,0,Lunch,0,Card,2024-10-05,10,1
ORD000040,Chowman,Chinese,Pune,416.0,29,4.1,4,0,Lunch,1,UPI,2024-12-25,12,0
ORD000041,EatFit,Healthy,Mumbai,387.0,39,4.2,1,0,Evening,1,Wallet,2024-01-03,1,1
ORD000042,La Pino'z,Pizza,Bangalore,457.0,34,4.6,5,1,Evening,1,UPI,2024-12-12,12,1
ORD000043,Chaayos,Street Food,Pune,124.0,22,4.4,3,1,Evening,0,UPI,2024-07-18,7,1
ORD000044,Freshly,Healthy,Mumbai,273.0,39,4.4,7,0,Lunch,1,UPI,2024-02-14,2,0
ORD000045,Oven Story,Street Food,Hyderabad,162.0,24,4.6,7,1,Lunch,0,UPI,2024-02-21,2,0
ORD000046,Saravana Bhavan,South Indian,Delhi,219.0,41,4.6,4,0,Evening,1,UPI,2024-11-19,11,0
ORD000047,La Pino'z,Pizza,Bangalore,434.0,29,4.6,5,0,Morning,0,UPI,2024-12-04,12,1
ORD000048,Chinese Wok,Chinese,Pune,468.0,36,4.0,1,0,Late Night,1,UPI,2024-04-13,4,0
ORD000049,Edo Japan,Sushi,Mumbai,595.0,32,4.7,4,1,Evening,0,UPI,2024-06-11,6,1
ORD000050,Baskin Robbins,Desserts,Chennai,111.0,22,4.1,4,0,Lunch,1,Card,2024-02-06,2,0
ORD000051,Burger King,Burger,Hyderabad,357.0,27,4.5,1,1,Evening,1,UPI,2024-07-18,7,1
ORD000052,Bawarchi,Biryani,Bangalore,294.0,21,4.2,6,1,Lunch,0,UPI,2024-08-09,8,1
ORD000053,Mainland China,Chinese,Ahmedabad,557.0,21,4.7,5,1,Lunch,0,UPI,2024-03-06,3,1
ORD000054,La Pino'z,Pizza,Chennai,634.0,39,4.6,5,1,Lunch,0,Cash,2024-10-02,10,1
ORD000055,Wow! Momo,Desserts,Hyderabad,144.0,33,4.1,3,0,Lunch,0,Wallet,2024-03-08,3,0
ORD000056,Chinese Wok,Chinese,Bangalore,564.0,31,4.5,6,1,Evening,0,Card,2024-02-17,2,1
ORD000057,Smoky Joe's,Pizza,Bangalore,623.0,53,4.6,6,0,Lunch,0,Card,2024-10-02,10,1
ORD000058,Moti Mahal,North Indian,Delhi,624.0,36,4.1,3,1,Evening,1,UPI,2024-04-09,4,0
ORD000059,Saffron,North Indian,Chennai,506.0,31,4.1,2,0,Lunch,1,Card,2024-10-18,10,0
ORD000060,Bikaner,Street Food,Chennai,207.0,41,4.3,5,0,Late Night,0,Card,2024-05-12,5,0
ORD000061,Mainland China,Chinese,Mumbai,467.0,42,4.8,6,0,Lunch,0,Wallet,2024-10-03,10,1
ORD000062,Pind Balluchi,North Indian,Chennai,574.0,27,4.0,7,0,Evening,0,UPI,2024-06-08,6,0
ORD000063,Smoky Joe's,Pizza,Mumbai,521.0,45,4.3,2,0,Lunch,0,UPI,2024-01-21,1,0
ORD000064,Oven Story,Street Food,Hyderabad,207.0,32,4.7,6,1,Lunch,0,UPI,2024-11-13,11,1
ORD000065,Ovenstory,Pizza,Mumbai,483.0,34,4.3,6,1,Lunch,1,UPI,2024-03-23,3,0
ORD000066,Chaayos,Street Food,Kolkata,181.0,31,3.5,6,0,Evening,0,Card,2024-06-26,6,0
ORD000067,Mainland China,Chinese,Chennai,547.0,31,4.5,2,1,Evening,1,Wallet,2024-09-24,9,1
ORD000068,The Dessert Factory,Desserts,Delhi,175.0,39,4.9,5,0,Lunch,0,Card,2024-03-07,3,1
ORD000069,Nobu,Sushi,Delhi,379.0,31,4.5,7,1,Evening,1,Cash,2024-03-22,3,1
ORD000070,Nourish,Healthy,Kolkata,231.0,35,4.7,7,1,Late Night,1,Card,2024-09-13,9,1
ORD000071,Naturals,Desserts,Mumbai,265.0,37,3.0,6,0,Morning,1,UPI,2024-08-07,8,0
ORD000072,Saravana Bhavan,South Indian,Bangalore,299.0,38,4.5,3,0,Morning,1,Wallet,2024-06-19,6,1
ORD000073,Domino's,Pizza,Ahmedabad,468.0,36,4.1,2,0,Morning,0,UPI,2024-09-27,9,0
ORD000074,Dakshin,South Indian,Pune,316.0,25,4.6,4,0,Lunch,1,Card,2024-03-23,3,1
ORD000075,Wow! Momo,Desserts,Bangalore,136.0,32,4.5,4,0,Late Night,1,Cash,2024-06-09,6,0
ORD000076,Oven Story,Street Food,Mumbai,99.0,41,4.2,5,0,Lunch,0,UPI,2024-01-12,1,0
ORD000077,Freshly,Healthy,Mumbai,381.0,45,4.5,1,0,Late Night,0,UPI,2024-11-03,11,0
ORD000078,Nourish,Healthy,Hyderabad,314.0,23,4.5,4,1,Lunch,1,UPI,2024-04-19,4,1
ORD000079,Paradise Biryani,Biryani,Kolkata,301.0,33,4.8,5,0,Evening,0,Cash,2024-10-16,10,1
ORD000080,Salad Days,Healthy,Mumbai,422.0,52,4.7,1,0,Evening,1,UPI,2024-10-24,10,1
ORD000081,Nobu,Sushi,Pune,450.0,38,4.8,5,1,Lunch,0,UPI,2024-06-11,6,1
ORD000082,Nourish,Healthy,Hyderabad,436.0,26,4.7,1,0,Late Night,1,UPI,2024-03-21,3,1
ORD000083,The Dessert Factory,Desserts,Mumbai,164.0,54,4.4,3,0,Morning,1,UPI,2024-06-23,6,0
ORD000084,Bawarchi,Biryani,Hyderabad,500.0,31,4.7,3,0,Morning,1,Wallet,2024-02-01,2,1
ORD000085,Naturals,Desserts,Chennai,238.0,43,4.6,6,0,Lunch,1,UPI,2024-04-27,4,0
ORD000086,The Dessert Factory,Desserts,Delhi,212.0,46,4.6,4,0,Lunch,0,UPI,2024-08-16,8,0
ORD000087,Carl's Jr,Burger,Delhi,210.0,60,4.1,5,0,Evening,1,UPI,2024-01-06,1,0
ORD000088,Hyderabad House,Biryani,Hyderabad,491.0,39,4.1,7,1,Morning,1,UPI,2024-06-16,6,1
ORD000089,Keventers,Desserts,Hyderabad,110.0,24,4.1,1,0,Evening,0,UPI,2024-12-20,12,0
ORD000090,Burger Singh,Burger,Hyderabad,208.0,34,4.2,4,1,Evening,0,UPI,2024-05-08,5,0
ORD000091,Burger King,Burger,Bangalore,163.0,27,4.3,6,1,Lunch,0,Wallet,2024-01-02,1,1
ORD000092,Bawarchi,Biryani,Delhi,494.0,45,4.3,4,0,Evening,1,Wallet,2024-01-14,1,0
ORD000093,Udupi Palace,South Indian,Mumbai,299.0,53,3.5,7,0,Morning,0,Card,2024-05-02,5,0
ORD000094,Bikanervala,Street Food,Delhi,210.0,31,4.6,5,0,Lunch,1,Wallet,2024-07-04,7,0
ORD000095,Sushi Garden,Sushi,Mumbai,773.0,45,4.3,5,0,Evening,0,Card,2024-07-18,7,0
ORD000096,Haldiram's,Street Food,Bangalore,88.0,40,4.0,6,1,Evening,0,Cash,2024-01-12,1,0
ORD000097,Salad Days,Healthy,Bangalore,483.0,40,4.6,3,0,Morning,0,Cash,2024-10-12,10,1
ORD000098,Wasabi,Sushi,Hyderabad,605.0,18,3.0,4,1,Evening,1,UPI,2024-10-27,10,0
ORD000099,Nourish,Healthy,Pune,309.0,28,4.5,6,0,Lunch,0,Card,2024-10-02,10,0
ORD000100,Baskin Robbins,Desserts,Delhi,152.0,40,4.6,2,1,Lunch,1,Card,2024-02-05,2,1
ORD000101,Pizza Hut,Pizza,Hyderabad,386.0,25,4.3,6,1,Evening,0,Cash,2024-02-01,2,1
ORD000102,Hyderabad House,Biryani,Hyderabad,443.0,20,4.5,7,0,Late Night,1,Card,2024-10-27,10,0
ORD000103,Wasabi,Sushi,Pune,511.0,39,3.5,4,0,Evening,0,Card,2024-09-18,9,0
ORD000104,Nobu,Sushi,Chennai,491.0,24,4.2,5,0,Lunch,0,Card,2024-03-04,3,0
ORD000105,Naturals,Desserts,Delhi,220.0,37,4.5,5,0,Evening,0,UPI,2024-09-05,9,1
ORD000106,Murugan Idli Shop,South Indian,Mumbai,183.0,57,4.6,2,1,Late Night,0,Card,2024-10-13,10,1
ORD000107,Carl's Jr,Burger,Bangalore,157.0,43,4.0,6,0,Morning,1,Wallet,2024-10-25,10,0
ORD000108,The Dessert Factory,Desserts,Ahmedabad,259.0,29,4.9,4,1,Morning,0,Card,2024-12-02,12,1
ORD000109,Pind Balluchi,North Indian,Chennai,366.0,33,4.3,3,1,Lunch,0,Cash,2024-09-11,9,1
ORD000110,Burger Singh,Burger,Bangalore,339.0,37,4.8,4,0,Morning,1,Card,2024-06-10,6,1
ORD000111,Bawarchi,Biryani,Pune,340.0,20,4.4,3,0,Lunch,0,UPI,2024-09-14,9,1
ORD000112,The Burger Club,Burger,Chennai,186.0,32,4.5,7,0,Lunch,1,UPI,2024-04-18,4,1
ORD000113,MTR,South Indian,Bangalore,257.0,44,4.1,7,0,Evening,1,Wallet,2024-10-21,10,1
ORD000114,Carl's Jr,Burger,Mumbai,210.0,39,4.7,5,0,Lunch,0,Wallet,2024-02-12,2,1
ORD000115,Royal Biryani,Biryani,Hyderabad,285.0,33,4.0,4,0,Lunch,0,Cash,2024-10-26,10,0
ORD000116,Dakshin,South Indian,Hyderabad,132.0,32,5.0,6,0,Late Night,1,Cash,2024-07-19,7,1
ORD000117,Chaayos,Street Food,Chennai,86.0,35,4.3,2,0,Evening,0,Card,2024-04-22,4,0
